
LuaHypArc Wotlk Soundfiles ID List

Formatted by HalestormXV

ID--- File
182 m1hAxeHitMetalWeaponCrit.wav 

183 m1hAxeHitMetalWeapon1a.wav 

184 m1hAxeHitMetalWeapon1a.wav 

186 HumanMaleAttackA.wav 

193 mHumanFemaleAttackVoxA.wav 

195 mHumanFemaleWoundVoxA.wav 

196 mHumanFemaleWoundVoxA.wav 

197 mHumanFemaleDeathVoxA.wav 

209 mOrcFemaleAttackVoxA.wav 

210 mOrcFemaleAttackVoxA.wav 

211 mOrcFemaleWoundVoxA.wav 

212 mOrcFemaleWoundVoxA.wav 

213 mOrcFemaleDeathVoxA.wav 

215 mOrcFemaleStunVoxA.wav 

216 mOrcFemaleStandVoxA.wav 

225 TaurenFemaleFinalAttackA.wav 

227 TaurenFemaleFinalWoundA.wav 

228 TaurenFemaleFinalWoundCritA.wav 

229 TaurenFemaleFinalDeathA.wav 

231 mTaurenFemaleStunVoxA.wav 

232 mTaurenFemaleStandVoxA.wav 

233 mWooshSmall1.wav 

234 mWooshSmallCrit.wav 

235 mWooshMedium1.wav 

236 mWooshMediumCrit.wav 

237 mWooshLarge1.wav 

238 mWooshLargeCrit.wav 

298 mAncientAttack1.wav 

299 mAncientAttack1.wav 

300 mAncientDeath1.wav 

301 mAncientWound1.wav 

302 mAncientWoundCritical1.wav 

303 mAncientStandFidget1.wav 

305 mAncientStep1.wav 

306 mGnollAttack1.wav 

307 mGnollAttack1.wav 

308 mGnollDeath1.wav 

309 mGnollWound1.wav 

310 mGnollWoundCritical1.wav 

311 mGnollFidget1.wav 

312 mKoboldAttackA.wav 

314 mKoboldDeathA.wav 

315 mKoboldWoundA.wav 

316 mKoboldWoundCriticalA.wav 

322 mHumanThiefAttack1.wav 

324 mHumanThiefDeath1.wav 

325 mHumanThiefWound1.wav 

326 mHumanThiefWoundCritical1.wav 

335 mArmoredSkeletonAttackA.wav 

337 mArmoredSkeletonDeathA.wav 

338 mArmoredSkeletonWoundA.wav 

339 mArmoredSkeletonWoundCriticalA.wav 

355 mFurbolgAttack1.wav 

356 mFurbolgAttackCritical1.wav 

357 mFurbolgDeath1.wav 

358 mFurbolgWound1.wav 

359 mFurbolgWoundCritical1.wav 

360 mFurbolgStand1.wav 

367 mDragonSpawnAttack1.wav 

368 mDragonSpawnAttackCritical1.wav 

369 mDragonSpawnDeath1.wav 

370 mDragonSpawnWound1.wav 

371 mDragonSpawnWoundCritical1.wav 

372 mDragonSpawnStand1.wav 

373 TitanMaleAttackA.wav 

375 TitanMaleDeathA.wav 

376 TitanMaleWoundA.wav 

377 TitanMaleWoundCritA.wav 

379 mWildBoarAggro1.wav 

380 mWildBoarAttack1.wav 

381 mWildBoarWound1.wav 

382 mWildBoarWoundCritical1.wav 

383 mWildBoarDeath1.wav 

390 mWolfAggro3.wav 

391 mWolfAttack6.wav 

392 mWolfWound1.wav 

393 mWolfWoundCritical1.wav 

394 mWolfDeath1.wav 

395 mOgreFidget1.wav 

396 mOgreAggro1.wav 

397 mOgreAttack1.wav 

398 mOgreWound1.wav 

399 mOgreWoundCritical1.wav 

400 mOgreDeath1.wav 

402 mOgreMageAggro1.wav 

403 mOgreMageAttack1.wav 

404 mOgreMageWound1.wav 

405 mOgreMageWoundCritical1.wav 

406 mOgreMageDeath1.wav 

407 mGhoulFidget1a.wav 

408 mGhoulFidget2a.wav 

409 mGhoulAggro2.wav 

410 mGhoulAttack1.wav 

411 mGhoulWound1.wav 

412 mGhoulWoundCritical1.wav 

413 mGhoulDeath1.wav 

414 mMurlocFidget2a.wav 

415 mMurlocFidget3a.wav 

416 mMurlocAggroOld.wav 

417 mMurlocAttackA.wav 

418 mMurlocWoundA.wav 

419 mMurlocWoundCriticalA.wav 

420 mMurlocDeath2a.wav 

421 mTarantulaFidget2a.wav 

422 mTarantulaAggroA.wav 

423 mTarantulaAttackA.wav 

424 mTarantulaWoundA.wav 

425 mTarantulaWoundCritical1a.wav 

426 mTarantulaDeath1a.wav 

427 mDragonWhelpStandFidgetA.wav 

428 mDragonWhelpAggroB.wav 

429 mDragonWhelpAttackA.wav 

430 mDragonWhelpWoundA.wav 

431 mDragonWhelpWoundCriticalA.wav 

432 mDragonWhelpDeathA.wav 

433 mDragonWhelpWingFlapA.wav 

434 mDragonWhelpRunFidgetA.wav 

435 mDragonWhelpWalkFidgetA.wav 

437 mWorgenAggroA.wav 

439 mWorgenWoundA.wav 

440 mWorgenWoundCriticalA.wav 

441 mWorgenDeathA.wav 

442 mCarrionAttackA.wav 

444 mCarrionDeathA.wav 

445 mCarrionWoundA.wav 

446 mCarrionWoundCriticalA.wav 

447 mCarrionAggroA.wav 

448 mHydraAttackA.wav 

449 mHydraDeathA.wav 

450 mHydraWoundA.wav 

451 mHydraWoundCriticalA.wav 

452 mHydraStand2A.wav 

453 mHydraSpellCast1A.wav 

454 mHydraSpellCast2A.wav 

455 mHydraAggroA.wav 

456 mBogBeastAttack1A.wav 

458 mBogBeastDeathA.wav 

459 mBogBeastWoundA.wav 

460 mBogBeastWoundCriticalA.wav 

462 mBogBeastAggroA.wav 

463 mInfernalAttack1A.wav 

464 mInfernalDeathA.wav 

465 mInfernalWoundA.wav 

466 mInfernalAggroA.wav 

467 mStoneGolemAttack1A.wav 

468 mStoneGolemDeathA.wav 

469 mStoneGolemWoundA.wav 

470 mStoneGolemWoundCriticalA.wav 

471 mStoneGolemStand2A.wav 

472 mStoneGolemAggroA.wav 

473 mBearAttackA.wav 

474 mBearAttackCriticalA.wav 

475 mBearDeathA.wav 

476 mBearWoundA.wav 

477 mBearWoundCriticalA.wav 

478 mBearAggroA.wav 

515 mBogBeastAggroA.wav 

516 mWildBoarWound3.wav 

545 mSeaGiantAttackA.wav 

547 mSeaGiantWoundA.wav 

548 mSeaGiantWoundCriticalA.wav 

549 mSeaGiantDeathA.wav 

550 mSeaGiantAggroA.wav 

553 mSeaGiantFidget2a.wav 

556 mWorgenFidget2a.wav 

557 mWorgenFidget3a.wav 

558 mWorgenAttackA.wav 

560 mFootMediumLargeDirtA.wav 

562 mFootMediumLargeGrassA.wav 

563 mFootMediumLargeSnowA.wav 

564 mFootMediumLargeStoneA.wav 

565 mBasiliskAttackA.wav 

567 mBasiliskWoundA.wav 

568 mBasiliskWoundCriticalA.wav 

569 mBasiliskDeath1A.wav 

570 mBasiliskAggroA.wav 

571 mBasiliskStand2A.wav 

572 mBasiliskStand3A.wav 

574 mDarkHoundAttackA.wav 

576 mDarkHoundWoundA.wav 

577 mDarkHoundWoundCriticalA.wav 

578 mDarkHoundDeathA.wav 

579 mDarkHoundAggroA.wav 

580 mHarpyAttackA.wav 

581 mHarpyWoundA.wav 

582 mHarpyWoundCritical.wav 

583 mHarpyDeathA.wav 

584 mHarpyAggroA.wav 

586 mWindSerpantAttackA.wav 

587 mWindSerpantWoundA.wav 

588 mWindSerpantWoundCriticalA.wav 

589 mWindSerpantDeathA.wav 

590 mWindSerpantAggroA.wav 

591 mWindSerpantStand1A.wav 

592 mLostOneAttackA.wav 

593 mLostOneWoundA.wav 

594 mLostOneWoundCriticalA.wav 

595 mLostOneDeathA.wav 

596 mLostOneAggroA.wav 

597 mLostOneStand2A.wav 

600 iCreateCharacterA.wav 

602 iEnterWorldA.wav 

603 iAbilitiesOpenA.wav 

604 iAbilitiesCloseA.wav 

605 iAbilitiesTurnPageA.wav 

616 iEquipmentContainerOpenA.wav 

617 iEquipmentContainerCloseA.wav 

618 iQuestActivate.wav 

619 iQuestComplete.wav 

620 iQuestLogOpenA.wav 

621 iQuestLogCloseA.wav 

623 iUIMainMenuButtonA.wav 

624 iUiInterfaceButtonA.wav 

639 mFrenzyAttackA.wav 

640 mFrenzyWoundA.wav 

641 mFrenzyDeathA.wav 

642 mFrenzyAggroA.wav 

643 mTigerAttackA.wav 

644 mTigerWoundA.wav 

645 mTigerWoundCriticalA.wav 

646 mTigerDeathA.wav 

647 mTigerDeathA.wav 

648 mTigerStand2A.wav 

649 mFootMediumLargeWoodA.wav 

650 mFootSmallDirtA.wav 

651 mFootSmallGrassA.wav 

652 mFootSmallSnowA.wav 

653 mFootSmallStoneA.wav 

654 mFootSmallWoodA.wav 

655 mTroglodyteAggroA.wav 

656 mTroglodyteWoundA.wav 

657 mTroglodyteWoundCriticalA.wav 

658 mTroglodyteDeathA.wav 

659 mTroglodyteAggroA.wav 

660 mTroglodyteStand2A.wav 

661 mAncientStep1.wav 

677 iMoneyDialogOpen.wav 

678 iMoneyDialogClose.wav 

679 uCharacterSheetOpen.wav 

680 uCharacterSheetClose.wav 

681 uCharacterSheetTab.wav 

682 uEscapeScreenOpen.wav 

683 uEscapeScreenClose.wav 

684 iDeselectTarget.wav 

685 iEquipmentContainerOpenA.wav 

686 iEquipmentContainerCloseA.wav 

687 uChatScrollButton.wav 

688 uSpellIconPickup.wav 

689 uSpellIconDrop.wav 

691 mKoboldFidget2a.wav 

694 mKoboldAggroA.wav 

695 mKoboldFidget3a.wav 

696 SheathShield.wav 

697 SheathWood.wav 

698 SheathMetal.wav 

699 UnSheathWood.wav 

700 UnsheathMetal.wav 

701 UnsheathShield.wav 

702 PreCastFireLow.wav 

703 PreCastFrostMagicLow.wav 

704 mRaptorAttackA.wav 

705 mRaptorWoundA.wav 

706 mRaptorWoundCriticalA.wav 

707 mRaptorDeathA.wav 

708 mRaptorAggroA.wav 

709 mHippogryphAttackA.wav 

710 mHippogryphWoundA.wav 

711 mHippogryphWoundCriticalA.wav 

712 mHippogryphDeathA.wav 

713 mHippogryphAggroA.wav 

714 mHippogryphStand2A.wav 

715 mSilithidWaspAttackA.wav 

716 mSilithidWaspWoundA.wav 

717 mSilithidWaspWoundCritical.wav 

718 mSilithidWaspDeathA.wav 

719 mSilithidWaspAggroA.wav 

720 mSilithidWaspStand2A.wav 

721 mSlimeAttackA.wav 

722 mSlimeWoundA.wav 

723 mSlimeDeathA.wav 

724 mSlimeAggroA.wav 

725 mHorseAttackA.wav 

726 mHorseWoundA.wav 

727 mHorseWoundCriticalA.wav 

728 mHorseDeathA.wav 

729 mHorseAggroA.wav 

730 mHorseStand3A.wav 

731 mFootHugeGiantGrassA.wav 

732 mFootHugeGiantDirtA.wav 

733 mFootHugeGiantStoneA.wav 

734 mFootHugeGiantSnowA.wav 

735 mFootHugeGiantStoneA.wav 

736 mElementalEarthAttackA.wav 

737 mElementalEarthWoundA.wav 

738 mElementalEarthDeathA.wav 

739 mElementalEarthAggroA.wav 

740 PreCastHolyMagicLow.wav 

741 PreCastHolyMagicMedium.wav 

742 PreCastHolyMagicHigh.wav 

743 DeathCoilTarget.wav 

745 PreCastShadowMagicLow.wav 

754 iAbilitiesOpenA.wav 

755 mWyvernAttackA.wav 

758 mWyvernWoundA.wav 

759 mWyvernWoundCritA.wav 

760 mWyvernDeathA.wav 

761 mWyvernAggroA.wav 

764 mWyvernFidget2a.wav 

765 mWyvernFidget3a.wav 

766 GrellAttackA.wav 

767 GrellWoundA.wav 

768 GrellWoundCrit.wav 

769 GrellDeathA.wav 

770 GrellAggroA.wav 

771 KodoBeastAggroA.wav 

772 KodoBeastAttackA.wav 

773 KodoBeastWoundA.wav 

774 KodoBeastWoundCriticalA.wav 

775 KodoBeastDeathA.wav 

776 KodoBeastStand02A.wav 

777 iUIMainMenuButtonA.wav 

778 iUIMainMenuButtonA.wav 

779 iUIMainMenuButtonA.wav 

790 iUIMainMenuButtonA.wav 

791 iUIMainMenuButtonA.wav 

792 uChatScrollButton.wav 

793 uChatScrollButton.wav 

794 uChatScrollButton.wav 

795 uChatScrollButton.wav 

796 uChatScrollButton.wav 

797 uChatScrollButton.wav 

798 uChatScrollButton.wav 

799 uChatScrollButton.wav 

800 iUIMainMenuButtonA.wav 

801 iUIMainMenuButtonA.wav 

802 iUIMainMenuButtonA.wav 

803 iUIMainMenuButtonA.wav 

805 uChatScrollButton.wav 

806 uChatScrollButton.wav 

807 uChatScrollButton.wav 

808 uChatScrollButton.wav 

809 iEnterWorldA.wav 

810 iUIMainMenuButtonA.wav 

811 uChatScrollButton.wav 

812 iUIMainMenuButtonA.wav 

813 iUIMainMenuButtonA.wav 

814 uChatScrollButton.wav 

815 uChatScrollButton.wav 

816 uChatScrollButton.wav 

817 uChatScrollButton.wav 

818 iCreateCharacterA.wav 

819 iUIMainMenuButtonA.wav 

821 uMiniMapOpen.wav 

822 uMiniMapClose.wav 

823 uMiniMapZoom.wav 

824 uMiniMapZoom.wav 

825 iUIInterfaceButtonA.wav 

826 uChatScrollButton.wav 

827 uChatScrollButton.wav 

828 uChatScrollButton.wav 

829 iAbilitiesOpenA.wav 

830 iAbilitiesCloseA.wav 

831 iAbilitiesTurnPageA.wav 

832 uSpellIconPickup.wav 

833 uSpellIconDrop.wav 

834 iAbilitiesOpenA.wav 

835 iAbilitiesCloseA.wav 

836 iAbilitiesTurnPageA.wav 

837 uSpellIconPickup.wav 

838 uSpellIconDrop.wav 

839 uCharacterSheetOpen.wav 

840 uCharacterSheetClose.wav 

841 uCharacterSheetTab.wav 

842 uChatScrollButton.wav 

843 uChatScrollButton.wav 

844 iQuestLogOpenA.wav 

845 iQuestLogCloseA.wav 

846 igQuestFailed.wav 

847 igQuestFailed.wav 

850 uEscapeScreenOpen.wav 

851 uEscapeScreenClose.wav 

852 iUIInterfaceButtonA.wav 

853 iUIInterfaceButtonA.wav 

854 iUIInterfaceButtonA.wav 

855 iUIInterfaceButtonA.wav 

856 uChatScrollButton.wav 

857 uChatScrollButton.wav 

858 uChatScrollButton.wav 

859 iEquipmentContainerOpenA.wav 

860 iEquipmentContainerCloseA.wav 

861 uChatScrollButton.wav 

862 iEquipmentContainerOpenA.wav 

863 iEquipmentContainerCloseA.wav 

864 iMoneyDialogOpen.wav 

865 iMoneyDialogClose.wav 

866 iMoneyDialogClose.wav 

867 iSelectTarget.wav 

868 iDeselectTarget.wav 

869 iSelectTarget.wav 

870 iDeselectTarget.wav 

871 iSelectTarget.wav 

872 iDeselectTarget.wav 

873 iSelectTarget.wav 

874 iDeselectTarget.wav 

875 iQuestLogOpenA.wav 

876 iQuestLogCloseA.wav 

877 iQuestLogCloseA.wav 

878 iQuestComplete.wav 

879 iQuestLogCloseA.wav 

880 iPlayerInviteA.wav 

881 iPlayerInviteA.wav 

882 uEscapeScreenOpen.wav 

888 LevelUp.wav 

890 iQuestActivate.wav 

891 iMoneyDialogOpen.wav 

892 iMoneyDialogClose.wav 

895 LootCoinSmall.wav 

897 898 899 900 iDeselectTarget.wav 

902 uSpellIconPickup.wav 

903 uSpellIconDrop.wav 

905 uChatScrollButton.wav 

906 uChatScrollButton.wav 

907 mDeathImpactSmallDirtA.wav 

908 mDeathImpactSmallGrassA.wav 

909 mDeathImpactSmallSnowA.wav 

910 mDeathImpactSmallStoneA.wav 

911 mDeathImpactSmallWoodA.wav 

912 mDeathImpactMediumDirtA.wav 

913 mDeathImpactMediumGrassA.wav 

914 mDeathImpactMediumSnowA.wav 

915 mDeathImpactMediumStoneA.wav 

916 mDeathImpactMediumWoodA.wav 

917 mDeathImpactLargeDirtA.wav 

918 mDeathImpactLargeGrassA.wav 

919 mDeathImpactLargeSnowA.wav 

920 mDeathImpactLargeStoneA.wav 

921 mDeathImpactLargeWoodA.wav 

922 mDeathImpactGiantDirtA.wav 

923 mDeathImpactGiantGrassA.wav 

924 mDeathImpactGiantSnowA.wav 

925 mDeathImpactGiantStoneA.wav 

926 mDeathImpactGiantWoodA.wav 

927 mDeathImpactColossalDirtA.wav 

928 mDeathImpactColossalGrassA.wav 

929 mDeathImpactColossalSnowA.wav 

930 mDeathImpactColossalStoneA.wav 

931 mDeathImpactColossalWoodA.wav 

939 1hMaceHitChain1a.wav 

940 1hMaceHitChainCrit.wav 

941 1hMaceHitFlesh1a.wav 

942 1hMaceHitFleshCrit.wav 

943 1hMaceHitMetalShield1a.wav 

944 1hMaceHitMetalShieldCrit.wav 

945 1hMaceHitPlate1a.wav 

946 1hMaceHitPlateCrit.wav 

947 1hMaceHitStone1a.wav 

948 1hMaceHitStoneCrit.wav 

949 1hMaceHitWood1a.wav 

950 1hMaceHitWoodCrit.wav 

951 1hMaceHitWoodShield1a.wav 

952 1hMaceHitWoodShieldCrit.wav 

953 2hMaceHitChain1a.wav 

954 2hMaceHitChainCrit.wav 

955 2hMaceHitFlesh1a.wav 

956 2hMaceHitFleshCrit.wav 

957 2hMaceHitMetalShield1a.wav 

958 2hMaceHitMetalShieldCrit.wav 

959 2hMaceHitPlate1a.wav 

960 2hMaceHitPlateCrit.wav 

961 2hMaceHitStone1a.wav 

962 2hMaceHitStoneCrit.wav 

963 2hMaceHitWood1a.wav 

964 2hMaceHitWoodCrit.wav 

965 2hMaceHitWoodShield1a.wav 

966 2hMaceHitWoodShieldCrit.wav 

967 1hMaceMetalHitChain1a.wav 

968 1hMaceMetalHitChainCrit.wav 

969 1hMaceMetalHitFlesh1a.wav 

970 1hMaceMetalHitFleshCrit.wav 

971 1hMaceMetalHitMetalShield1a.wav 

972 1hMaceMetalHitMetalShieldCrit.wav 

973 1hMaceMetalHitPlate1a.wav 

974 1hMaceMetalHitPlateCrit.wav 

975 1hMaceMetalHitStone1a.wav 

976 1hMaceMetalHitStoneCrit.wav 

977 1hMaceMetalHitWood1a.wav 

978 1hMaceMetalHitWoodCrit.wav 

979 1hMaceMetalHitWoodShield1a.wav 

980 1hMaceMetalHitWoodShieldCrit.wav 

981 2hMaceMetalHitChain1a.wav 

982 2hMaceMetalHitChain1c.wav 

983 2hMaceMetalHitFlesh1a.wav 

984 2hMaceMetalHitFleshCrit.wav 

985 2hMaceMetalHitMetalShield1a.wav 

986 2hMaceMetalHitMetalShieldCrit.wav 

987 2hMaceMetalHitPlate1a.wav 

988 2hMaceMetalHitPlateCrit.wav 

989 2hMaceMetalHitStone1a.wav 

990 2hMaceMetalHitStoneCrit.wav 

991 2hMaceMetalHitWood1a.wav 

992 2hMaceMetalHitWoodCrit.wav 

993 2hMaceMetalHitWoodShield1a.wav 

994 2hMaceMetalHitWoodShieldCrit.wav 

995 ParryWoodHitWood.wav 

996 ParryWoodHitMetalCrit.wav 

997 ParryWoodHitMetalCrit.wav 

998 ParryMetalHitMetal.wav 

999 ParryWoodHitWood.wav 

1000 ParryWoodHitMetal.wav 

1001 ParryWoodHitMetal.wav 

1002 ParryMetalHitMetal.wav 

1003 LeatherFoley01.wav 

1004 PlateFoley01.wav 

1005 ChainFoley01.wav 

1006 SatyrAttackA.wav 

1007 SatyrWoundA.wav 

1008 SatyrWoundCriticalA.wav 

1009 SatyrDeathA.wav 

1010 SatyrAggroA.wav 

1011 SatyrStand2A.wav 

1012 Heal_Low_Base.wav 

1014 UnarmedAttackMediumA.wav 

1015 mGnollAggro1.wav 

1016 mArmoredSkeletonAggroA.wav 

1018 WolfStandVar4.wav 

1019 UnarmedParryMetalA.wav 

1020 UnarmedParryWoodA.wav 

1021 UnarmedHitMetalShieldA.wav 

1022 UnarmedHitWoodShieldA.wav 

1023 ChickenWoundA.wav 

1024 ChickenDeathA.wav 

1026 RabbitDeathA.wav 

1027 DeerWoundA.wav 

1028 DeerDeathA.wav 

1029 TrollAttackA.wav 

1030 TrollWoundA.wav 

1031 TrollWoundCritA.wav 

1032 TrollDeathA.wav 

1033 TrollStand2A.wav 

1034 TrollAggroA.wav 

1035 GnomeAttackA.wav 

1036 GnomeWoundA.wav 

1037 GnomeWoundCritA.wav 

1038 GnomeDeathA.wav 

1039 GnomeAggroA.wav 

1040 CentaurAttackA.wav 

1041 CentaurWoundA.wav 

1042 CentaurWoundCrit.wav 

1043 CentaurDeathA.wav 

1044 CentaurAggroA.wav 

1045 FootStepsHugeGiantWaterA.wav 

1046 FootStepsHugeGiantWaterA.wav 

1047 FootStepsHugeGiantWaterA.wav 

1048 FootStepsHugeGiantWaterA.wav 

1049 FootStepsHugeGiantWaterA.wav 

1050 FootStepsHugeGiantWaterA.wav 

1051 FootStepsHugeGiantWaterA.wav 

1052 FootStepsHugeGiantWaterA.wav 

1053 FootStepsHugeGiantWaterA.wav 

1054 FootStepsMediumWaterA.wav 

1055 FootStepsMediumWaterA.wav 

1056 FootStepsMediumWaterA.wav 

1057 FootStepsMediumWaterA.wav 

1058 FootStepsMediumWaterA.wav 

1059 FootStepsMediumWaterA.wav 

1060 FootStepsMediumWaterA.wav 

1061 FootStepsMediumWaterA.wav 

1062 FootStepsMediumWaterA.wav 

1063 FootStepsSmallWaterA.wav 

1064 FootStepsSmallWaterA.wav 

1065 FootStepsSmallWaterA.wav 

1066 FootStepsSmallWaterA.wav 

1067 FootStepsSmallWaterA.wav 

1068 FootStepsSmallWaterA.wav 

1069 FootStepsSmallWaterA.wav 

1070 FootStepsSmallWaterA.wav 

1071 FootStepsSmallWaterA.wav 

1090 EnterWaterSmallA.wav 

1091 DreadLordAttackA.wav 

1092 DreadLordWoundA.wav 

1093 DreadLordWoundCritA.wav 

1094 DreadLordDeathA.wav 

1095 DreadLordAggroA.wav 

1096 EnterWaterMediumA.wav 

1097 EnterWaterGiantA.wav 

1098 DoomGuardAttackA.wav 

1099 DoomGuardWoundA.wav 

1100 DoomGuardWoundCritA.wav 

1101 DoomGuardDeathA.wav 

1102 DoomGuardAggroA.wav 

1103 Sound\Creature\WingFlaps\GiantWingFlap1.wav 

1104 HerbalismSearchA.wav 

1105 AlchemyCraftingA.wav 

1106 mGnollPreAggro1.wav 

1107 mKoboldPreAggroA.wav 

1108 mWolfPreAggro1.wav 

1109 mMurlocPreAggroA.wav 

1110 mHumanThiefPreAggro1.wav 

1111 River_LakeStillA.wav 

1112 RiverSlowA.wav 

1113 RiverFastA.wav 

1114 OceanA.wav 

1115 uChatScrollButton.wav 

1116 MiningHitA.wav 

1117 SuccubusAttackA.wav 

1118 SuccubusWoundA.wav 

1119 SuccubusWoundCritA.wav 

1120 SuccubusDeathA.wav 

1121 SuccubusStand2A.wav 

1122 SuccubusAggroA.wav 

1123 KeeperOfTheGroveAttackA.wav 

1124 KeeperOfTheGroveWoundA.wav 

1125 KeeperOfTheGroveWoundCritA.wav 

1126 KeeperOfTheGroveDeathA.wav 

1127 KeeperOfTheGroveAggroA.wav 

1128 KeeperOfTheGroveStand2A.wav 

1129 DryadAttackA.wav 

1130 DryadWoundA.wav 

